           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
1152 : lance_s_WSE020_damascus_01,    8323733,     474240,    8323730,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1153 : lance_s_WSE020_damascus_02,    8323733,     474240,    8323731,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1154 : lance_s_WSE020_damascus_03,    8323733,     474240,    8323732,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1155 : lance_m_WME030_damascus_01,    8323754,     256880,    8323751,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1156 : lance_m_WME030_damascus_02,    8323754,     256880,    8323752,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1157 : lance_m_WME030_damascus_03,    8323754,     256880,    8323753,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1158 : lance_m_WME010_crystal,    8323765,     434720,    8323762,         -1,    9044249,          2,          0,    9044647,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1159 : lance_l_WLE010_damascus_01,    8323791,     400000,    8323788,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1160 : lance_l_WLE010_damascus_02,    8323791,     400000,    8323789,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1161 : lance_l_WLE010_damascus_03,    8323791,     400000,    8323790,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1162 : lance_l_WLE030_crystal,    8323802,     484880,    8323799,         -1,    9044249,          2,          0,    9044618,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1163 : lance_x_WXE010_dragon,    8323836,     471200,    8323834,         -1,    9044248,          3,          0,    9044776,          4,          0,    9044696,          8,          0,         -1,          0,          0, 
1164 : staff_s_WSF010_damascus_01,    8323866,     434720,    8323863,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1165 : staff_s_WSF010_damascus_02,    8323866,     434720,    8323864,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1166 : staff_s_WSF010_damascus_03,    8323866,     434720,    8323865,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1167 : staff_m_WMF010_damascus_01,    8323903,     474240,    8323900,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1168 : staff_m_WMF010_damascus_02,    8323903,     474240,    8323901,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1169 : staff_m_WMF010_damascus_03,    8323903,     474240,    8323902,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1170 : staff_m_WMF030_crystal,    8323914,     401280,    8323911,         -1,    9044249,          2,          0,    9044647,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1171 : staff_m_WMF040_dragon,    8323925,     364800,    8323923,         -1,    9044248,          3,          0,    9044647,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1172 : staff_l_WLF020_dragon,    8323951,     410400,    8323949,         -1,    9044248,          3,          0,    9044618,          4,          0,    9044761,          8,          0,         -1,          0,          0, 
1173 :       Shax,    8324001,     478800,    8324000,         -1,    9044275,          1,          0,    9044677,          4,          0,    9044768,          8,          0,         -1,          0,          0, 
1174 :       Amon,    8324023,     400000,    8324022,         -1,    9044275,          1,          0,    9044677,          4,          0,    9044539,          8,          0,         -1,          0,          0, 
1175 :     Ronove,    8324063,     400000,    8324062,         -1,    9044275,          1,          0,    9044677,          4,          0,    9044714,          8,          0,         -1,          0,          0, 
1176 :       Barl,    8324089,     400000,    8324088,         -1,    9044275,          1,          0,    9044677,          4,          0,    9044705,          8,          0,         -1,          0,          0, 
1177 : shield_s_WSG010_divine_01,    8324099,     328320,    8324098,         -1,    9044241,          2,          0,    9044242,          2,          0,    9044511,          4,          0,         -1,          0,          0, 
1178 : shield_s_WSG010_divine_02,    8324099,     328320,    8324100,         -1,    9044241,          2,          0,    9044242,          2,          0,    9044511,          4,          0,         -1,          0,          0, 
1179 : shield_s_WSG010_divine_03,    8324099,     328320,    8324101,         -1,    9044241,          2,          0,    9044242,          2,          0,    9044511,          4,          0,         -1,          0,          0, 
1180 : shield_s_WSG010_damascus_01,    8324102,     355680,    8324098,         -1,    9044250,          1,          0,    9044511,          4,          0,    9044768,          8,          0,         -1,          0,          0, 
1181 : shield_s_WSG010_damascus_02,    8324102,     355680,    8324100,         -1,    9044250,          1,          0,    9044511,          4,          0,    9044768,          8,          0,         -1,          0,          0, 
